locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPPBIMDH_03506	CDS	1209	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
OPPBIMDH_03507	CDS	1191	metK_1	2.5.1.6	COG0192	S-adenosylmethionine synthase
OPPBIMDH_03508	CDS	2004	priA	3.6.4.-	COG1198	putative primosomal protein N'
OPPBIMDH_03509	CDS	981	cmk_1	2.7.4.25		Cytidylate kinase
OPPBIMDH_03510	CDS	1296		1.14.-.-	COG2124	Cytochrome P450 107B1
OPPBIMDH_03511	CDS	561	def_2	3.5.1.88	COG0242	Peptide deformylase
OPPBIMDH_03512	CDS	927	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
OPPBIMDH_03513	CDS	1620		2.1.1.-	COG0144	Putative methyltransferase
OPPBIMDH_03514	CDS	1749				hypothetical protein
OPPBIMDH_03515	CDS	891				hypothetical protein
OPPBIMDH_03516	CDS	888				hypothetical protein
OPPBIMDH_03517	CDS	681	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
OPPBIMDH_03518	CDS	957	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
OPPBIMDH_03519	CDS	1062	ribD		COG0117	Riboflavin biosynthesis protein RibD
OPPBIMDH_03520	CDS	612	ribE	2.5.1.9	COG0307	Riboflavin synthase
OPPBIMDH_03521	CDS	696	ribM			Riboflavin/roseoflavin transporter RibM
OPPBIMDH_03522	CDS	1266	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
OPPBIMDH_03523	CDS	498	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
OPPBIMDH_03524	CDS	264	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
OPPBIMDH_03525	CDS	846	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
OPPBIMDH_03526	CDS	963				hypothetical protein
OPPBIMDH_03527	CDS	474				putative protein
OPPBIMDH_03528	CDS	591	infC			Translation initiation factor IF-3
OPPBIMDH_03529	CDS	195	rpmI		COG0291	50S ribosomal protein L35
OPPBIMDH_03530	CDS	393	rplT		COG0292	50S ribosomal protein L20
OPPBIMDH_03531	CDS	885	aviRb_2	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
OPPBIMDH_03532	CDS	1062	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
OPPBIMDH_03533	CDS	2586	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
OPPBIMDH_03534	CDS	885				hypothetical protein
OPPBIMDH_03535	CDS	783				hypothetical protein
OPPBIMDH_03536	CDS	2259				hypothetical protein
OPPBIMDH_03537	CDS	819				hypothetical protein
OPPBIMDH_03538	CDS	1002	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
OPPBIMDH_03539	CDS	1173	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
OPPBIMDH_03540	CDS	255	argB_1	2.7.2.8	COG0548	Acetylglutamate kinase
OPPBIMDH_03541	CDS	162				hypothetical protein
OPPBIMDH_03542	CDS	888	argB_2	2.7.2.8	COG0548	Acetylglutamate kinase
OPPBIMDH_03543	CDS	1275	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
OPPBIMDH_03544	CDS	927	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
OPPBIMDH_03545	CDS	513	argR		COG1438	Arginine repressor
OPPBIMDH_03546	CDS	1206	argG_1	6.3.4.5	COG0137	Argininosuccinate synthase
OPPBIMDH_03547	CDS	1479	argH_1	4.3.2.1	COG0165	Argininosuccinate lyase
OPPBIMDH_03548	CDS	354	yjbR		COG2315	putative protein YjbR
OPPBIMDH_03549	CDS	435				hypothetical protein
OPPBIMDH_03550	CDS	639		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
OPPBIMDH_03551	CDS	1101	fgd_3	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
OPPBIMDH_03552	CDS	627	sfnF	1.5.1.42	COG0431	NADH-dependent FMN reductase SfnF
OPPBIMDH_03553	CDS	885			COG0589	Universal stress protein
OPPBIMDH_03554	CDS	852			COG0589	Universal stress protein
OPPBIMDH_03555	CDS	471				hypothetical protein
OPPBIMDH_03556	CDS	786	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
OPPBIMDH_03557	CDS	2244	pflB	2.3.1.54		Formate acetyltransferase
OPPBIMDH_03558	CDS	1011	adhT	1.1.1.1		Alcohol dehydrogenase
OPPBIMDH_03559	CDS	444				hypothetical protein
OPPBIMDH_03560	CDS	2661	ppdK_1	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
OPPBIMDH_03561	CDS	534				hypothetical protein
OPPBIMDH_03562	CDS	636				hypothetical protein
OPPBIMDH_03563	CDS	1371				hypothetical protein
OPPBIMDH_03564	CDS	318				hypothetical protein
OPPBIMDH_03565	CDS	381				hypothetical protein
OPPBIMDH_03566	CDS	1227	mntH_2		COG1914	Divalent metal cation transporter MntH
OPPBIMDH_03567	CDS	390		3.1.2.-	COG2050	Putative esterase
OPPBIMDH_03568	CDS	1290	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OPPBIMDH_03569	rRNA	109				5S ribosomal RNA
OPPBIMDH_03570	CDS	1608				hypothetical protein
OPPBIMDH_03571	CDS	843				hypothetical protein
OPPBIMDH_03572	CDS	1068				hypothetical protein
OPPBIMDH_03573	CDS	336				hypothetical protein
OPPBIMDH_03574	CDS	666				hypothetical protein
OPPBIMDH_03575	CDS	228				hypothetical protein
OPPBIMDH_03576	CDS	849	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
OPPBIMDH_03577	CDS	885	ppnK	2.7.1.23	COG0061	NAD kinase
OPPBIMDH_03578	CDS	1758	recN		COG0497	DNA repair protein RecN
OPPBIMDH_03579	CDS	1179				hypothetical protein
OPPBIMDH_03580	CDS	942	mctB			Copper transporter MctB
OPPBIMDH_03581	CDS	864				hypothetical protein
OPPBIMDH_03582	CDS	1698	murJ_2		COG0728	Lipid II flippase MurJ
OPPBIMDH_03583	CDS	1134	mshA_13	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OPPBIMDH_03584	CDS	2388				hypothetical protein
OPPBIMDH_03585	CDS	1731	pyrG	6.3.4.2	COG0504	CTP synthase
OPPBIMDH_03586	CDS	606	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
OPPBIMDH_03587	CDS	252				hypothetical protein
OPPBIMDH_03588	CDS	1116	ald_4	1.4.1.1	COG0686	Alanine dehydrogenase
OPPBIMDH_03589	CDS	972	xerD_1		COG4974	Tyrosine recombinase XerD
OPPBIMDH_03590	CDS	924			COG1192	putative protein
OPPBIMDH_03591	CDS	996	scpA			Segregation and condensation protein A
OPPBIMDH_03592	CDS	939	scpB			Segregation and condensation protein B
OPPBIMDH_03593	CDS	771		5.4.99.-	COG1187	putative RNA pseudouridine synthase
OPPBIMDH_03594	CDS	681	cmk_2	2.7.4.25	COG0283	Cytidylate kinase
OPPBIMDH_03595	CDS	1410	der		COG1160	GTPase Der
OPPBIMDH_03596	tRNA	75				tRNA-Pro(ggg)
OPPBIMDH_03597	CDS	909				hypothetical protein
OPPBIMDH_03598	CDS	4731				hypothetical protein
OPPBIMDH_03599	CDS	1116	yehL_1		COG0714	putative protein YehL
OPPBIMDH_03600	CDS	3450				hypothetical protein
OPPBIMDH_03601	CDS	1758				hypothetical protein
OPPBIMDH_03602	CDS	2466	pikAI_1	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2
OPPBIMDH_03603	CDS	3018		2.3.1.41	COG3321	Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
OPPBIMDH_03604	CDS	7938	pikAI_2	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2
OPPBIMDH_03605	CDS	4995	pikAI_3	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2
OPPBIMDH_03606	CDS	9495	fadA_6	2.3.1.16		3-ketoacyl-CoA thiolase
OPPBIMDH_03607	CDS	5484	pikAIII_1	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA3, module 5
OPPBIMDH_03608	CDS	1053	lnrL_3	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
OPPBIMDH_03609	CDS	840				hypothetical protein
OPPBIMDH_03610	CDS	2823				hypothetical protein
OPPBIMDH_03611	CDS	2856				hypothetical protein
OPPBIMDH_03612	CDS	1377	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OPPBIMDH_03613	CDS	498				hypothetical protein
OPPBIMDH_03614	CDS	690	npt_3	2.7.8.7		4'-phosphopantetheinyl transferase Npt
OPPBIMDH_03615	CDS	1413	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OPPBIMDH_03616	CDS	666	gph_5	3.1.3.18	COG0546	Phosphoglycolate phosphatase
OPPBIMDH_03617	CDS	942	lnrL_4	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
OPPBIMDH_03618	CDS	738				hypothetical protein
OPPBIMDH_03619	CDS	243				hypothetical protein
OPPBIMDH_03620	CDS	381				hypothetical protein
OPPBIMDH_03621	CDS	1038	yedI		COG2354	Inner membrane protein YedI
OPPBIMDH_03622	CDS	435				hypothetical protein
OPPBIMDH_03623	CDS	2892				hypothetical protein
OPPBIMDH_03624	CDS	1110				hypothetical protein
OPPBIMDH_03625	CDS	738				hypothetical protein
OPPBIMDH_03626	CDS	330				hypothetical protein
OPPBIMDH_03627	CDS	699				hypothetical protein
OPPBIMDH_03628	CDS	2403	xpkA_2	4.1.2.9		Xylulose-5-phosphate phosphoketolase
OPPBIMDH_03629	CDS	2565	adhE		COG1012	Aldehyde-alcohol dehydrogenase
OPPBIMDH_03630	CDS	819	nrtC	7.3.2.4	COG0715	Nitrate import ATP-binding protein NrtC
OPPBIMDH_03631	CDS	816	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
OPPBIMDH_03632	CDS	771	ssuC_3		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
OPPBIMDH_03633	CDS	1113				hypothetical protein
OPPBIMDH_03634	CDS	1239	phzS	1.14.13.218	COG0654	5-methylphenazine-1-carboxylate 1-monooxygenase
OPPBIMDH_03635	CDS	468				hypothetical protein
OPPBIMDH_03636	CDS	465				hypothetical protein
OPPBIMDH_03637	CDS	411				hypothetical protein
OPPBIMDH_03638	CDS	660				hypothetical protein
OPPBIMDH_03639	CDS	363	blaI_2		COG3682	Transcriptional regulator BlaI
OPPBIMDH_03640	CDS	924				hypothetical protein
OPPBIMDH_03641	CDS	1509				hypothetical protein
OPPBIMDH_03642	CDS	417				hypothetical protein
OPPBIMDH_03643	CDS	753	novL_1	6.3.1.15		8-demethylnovobiocic acid synthase
OPPBIMDH_03644	CDS	1041	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
OPPBIMDH_03645	CDS	360				hypothetical protein
OPPBIMDH_03646	CDS	816				hypothetical protein
OPPBIMDH_03647	CDS	456			COG1765	putative protein
OPPBIMDH_03648	CDS	1470				hypothetical protein
OPPBIMDH_03649	CDS	1662				hypothetical protein
OPPBIMDH_03650	CDS	666				hypothetical protein
OPPBIMDH_03651	CDS	945				hypothetical protein
OPPBIMDH_03652	CDS	2238				hypothetical protein
OPPBIMDH_03653	CDS	582				putative HTH-type transcriptional regulator
OPPBIMDH_03654	CDS	1044				hypothetical protein
OPPBIMDH_03655	CDS	1956	tetM			Tetracycline resistance protein TetM from transposon TnFO1
OPPBIMDH_03656	CDS	819				hypothetical protein
OPPBIMDH_03657	CDS	534	sigE_6		COG1595	RNA polymerase sigma-E factor
OPPBIMDH_03658	CDS	1209				hypothetical protein
OPPBIMDH_03659	CDS	2754				hypothetical protein
OPPBIMDH_03660	CDS	225				hypothetical protein
OPPBIMDH_03661	CDS	1227				hypothetical protein
OPPBIMDH_03662	tRNA	96				tRNA-Gly(ccc)
OPPBIMDH_03663	CDS	1167		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
OPPBIMDH_03664	CDS	426				hypothetical protein
OPPBIMDH_03665	CDS	900				hypothetical protein
OPPBIMDH_03666	CDS	1620				hypothetical protein
OPPBIMDH_03667	CDS	810	fepC_2		COG1120	Ferric enterobactin transport ATP-binding protein FepC
OPPBIMDH_03668	CDS	990	fpuA		COG0614	Petrobactin-binding protein FpuA
OPPBIMDH_03669	CDS	2103	fpuB		COG0609	Petrobactin import system permease protein FpuB
OPPBIMDH_03670	CDS	903			COG2375	putative protein
OPPBIMDH_03671	CDS	1785	iucC	6.3.2.39	COG4264	Aerobactin synthase
OPPBIMDH_03672	CDS	654				hypothetical protein
OPPBIMDH_03673	CDS	1287	iucD_1	1.14.13.59	COG3486	L-lysine N6-monooxygenase
OPPBIMDH_03674	CDS	1557	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
OPPBIMDH_03675	CDS	2037	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
OPPBIMDH_03676	CDS	558	iucB_1	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
OPPBIMDH_03677	CDS	2226				hypothetical protein
OPPBIMDH_03678	CDS	966				hypothetical protein
OPPBIMDH_03679	CDS	153				hypothetical protein
OPPBIMDH_03680	CDS	1254				hypothetical protein
OPPBIMDH_03681	CDS	891		3.1.1.3		Lipase 2
OPPBIMDH_03682	CDS	1035				hypothetical protein
OPPBIMDH_03683	CDS	1029	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
OPPBIMDH_03684	CDS	2397	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
OPPBIMDH_03685	CDS	816				hypothetical protein
OPPBIMDH_03686	CDS	624	leuE_2		COG1280	Leucine efflux protein
OPPBIMDH_03687	CDS	513				hypothetical protein
OPPBIMDH_03688	CDS	567				hypothetical protein
OPPBIMDH_03689	CDS	717	regX3_2		COG0745	Sensory transduction protein regX3
OPPBIMDH_03690	CDS	1029	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
OPPBIMDH_03691	CDS	1638	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
OPPBIMDH_03692	CDS	777	lgrE	1.1.-.-		Linear gramicidin dehydrogenase LgrE
OPPBIMDH_03693	CDS	1005				hypothetical protein
OPPBIMDH_03694	CDS	2655	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
OPPBIMDH_03695	CDS	1152				hypothetical protein
OPPBIMDH_03696	CDS	1356				hypothetical protein
OPPBIMDH_03697	CDS	2319	srfAB			Surfactin synthase subunit 2
OPPBIMDH_03698	CDS	1650	ppsE_1	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
OPPBIMDH_03699	CDS	3513	lgrD_1			Linear gramicidin synthase subunit D
OPPBIMDH_03700	CDS	2316				hypothetical protein
OPPBIMDH_03701	CDS	4350				hypothetical protein
OPPBIMDH_03702	CDS	5301	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
OPPBIMDH_03703	CDS	2223				hypothetical protein
OPPBIMDH_03704	CDS	1011	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
OPPBIMDH_03705	CDS	234				hypothetical protein
OPPBIMDH_03706	CDS	903	acoA_1	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
OPPBIMDH_03707	CDS	2064				hypothetical protein
OPPBIMDH_03708	CDS	1053	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OPPBIMDH_03709	CDS	570				hypothetical protein
OPPBIMDH_03710	CDS	573				hypothetical protein
OPPBIMDH_03711	CDS	1200				hypothetical protein
OPPBIMDH_03712	CDS	1266	ubiB_2	2.7.-.-	COG0661	putative protein kinase UbiB
OPPBIMDH_03713	CDS	1305				hypothetical protein
OPPBIMDH_03714	CDS	699				hypothetical protein
OPPBIMDH_03715	CDS	861				hypothetical protein
OPPBIMDH_03716	CDS	714				hypothetical protein
OPPBIMDH_03717	CDS	468				hypothetical protein
OPPBIMDH_03718	CDS	1044				hypothetical protein
OPPBIMDH_03719	CDS	1254	eryF_1	1.14.15.35		6-deoxyerythronolide B hydroxylase
OPPBIMDH_03720	CDS	987	drrA_4	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
OPPBIMDH_03721	CDS	849	drrB_3			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
OPPBIMDH_03722	CDS	762				hypothetical protein
OPPBIMDH_03723	CDS	1317	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
OPPBIMDH_03724	CDS	390				hypothetical protein
OPPBIMDH_03725	CDS	711				hypothetical protein
OPPBIMDH_03726	CDS	888	dnrC_1	2.1.1.288		Aklanonic acid methyltransferase DnrC
OPPBIMDH_03727	CDS	1314		1.14.14.154	COG2124	Lanosterol 14-alpha demethylase
OPPBIMDH_03728	CDS	834	rhaS			HTH-type transcriptional activator RhaS
OPPBIMDH_03729	CDS	1887				hypothetical protein
OPPBIMDH_03730	CDS	1110				IS630 family transposase ISBli13
OPPBIMDH_03731	CDS	966				hypothetical protein
OPPBIMDH_03732	CDS	1881				hypothetical protein
OPPBIMDH_03733	CDS	942				hypothetical protein
OPPBIMDH_03734	CDS	5706				hypothetical protein
OPPBIMDH_03735	CDS	477				hypothetical protein
OPPBIMDH_03736	CDS	675				hypothetical protein
OPPBIMDH_03737	CDS	927				hypothetical protein
OPPBIMDH_03738	CDS	1224	bcr_1			Bicyclomycin resistance protein
OPPBIMDH_03739	CDS	576				hypothetical protein
OPPBIMDH_03740	CDS	948				hypothetical protein
OPPBIMDH_03741	CDS	312	dksA_1			RNA polymerase-binding transcription factor DksA
OPPBIMDH_03742	CDS	840	mreB			Cell shape-determining protein MreB
OPPBIMDH_03743	CDS	231				hypothetical protein
OPPBIMDH_03744	CDS	1269				hypothetical protein
OPPBIMDH_03745	CDS	945				hypothetical protein
OPPBIMDH_03746	CDS	2835	ndhB_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OPPBIMDH_03747	CDS	468				hypothetical protein
OPPBIMDH_03748	CDS	1572	mrpD_2		COG0651	Na(+)/H(+) antiporter subunit D
OPPBIMDH_03749	CDS	600				hypothetical protein
OPPBIMDH_03750	CDS	264				hypothetical protein
OPPBIMDH_03751	CDS	399				hypothetical protein
OPPBIMDH_03752	tRNA	92				tRNA-Leu(gag)
OPPBIMDH_03753	CDS	1755				hypothetical protein
OPPBIMDH_03754	CDS	732	lutR_3		COG2186	HTH-type transcriptional regulator LutR
OPPBIMDH_03755	CDS	1626	gsiB_1		COG0747	Glutathione-binding protein GsiB
OPPBIMDH_03756	CDS	957	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
OPPBIMDH_03757	CDS	1959	btuD_15	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OPPBIMDH_03758	CDS	1068	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
OPPBIMDH_03759	CDS	939	dapA_2	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
OPPBIMDH_03760	CDS	930	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
OPPBIMDH_03761	CDS	690	nanE_1	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
OPPBIMDH_03762	CDS	972	axeA_1	3.1.1.41	COG3458	Cephalosporin-C deacetylase
OPPBIMDH_03763	CDS	1044				hypothetical protein
OPPBIMDH_03764	CDS	411				hypothetical protein
OPPBIMDH_03765	CDS	1563				hypothetical protein
OPPBIMDH_03766	CDS	441				hypothetical protein
OPPBIMDH_03767	CDS	1083	yghO			Protein YghO
OPPBIMDH_03768	CDS	1011				Putative NAD(P)H nitroreductase
OPPBIMDH_03769	CDS	1038	cytR_3		COG1609	HTH-type transcriptional repressor CytR
OPPBIMDH_03770	CDS	1389				hypothetical protein
OPPBIMDH_03771	CDS	1365	xynD_2	3.2.1.55		Arabinoxylan arabinofuranohydrolase
OPPBIMDH_03772	CDS	1308				hypothetical protein
OPPBIMDH_03773	CDS	2811				hypothetical protein
OPPBIMDH_03774	CDS	714				hypothetical protein
OPPBIMDH_03775	CDS	804	mshB	3.5.1.103	COG2120	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
OPPBIMDH_03776	CDS	1140		6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
OPPBIMDH_03777	CDS	1068				hypothetical protein
OPPBIMDH_03778	CDS	1425	glnA1_1	6.3.1.2	COG0174	Glutamine synthetase
OPPBIMDH_03779	CDS	378				hypothetical protein
OPPBIMDH_03780	CDS	690				putative protein
OPPBIMDH_03781	CDS	171				hypothetical protein
OPPBIMDH_03782	CDS	2937				hypothetical protein
OPPBIMDH_03783	CDS	1692				hypothetical protein
OPPBIMDH_03784	CDS	915	lipA	2.8.1.8	COG0320	Lipoyl synthase
OPPBIMDH_03785	CDS	1296	aspS2	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
OPPBIMDH_03786	CDS	393				hypothetical protein
OPPBIMDH_03787	CDS	636	lipB	2.3.1.181	COG0321	Octanoyltransferase
OPPBIMDH_03788	CDS	1905				hypothetical protein
OPPBIMDH_03789	CDS	1224				hypothetical protein
OPPBIMDH_03790	CDS	888			COG1090	Epimerase family protein
OPPBIMDH_03791	CDS	423	vapC5	3.1.-.-	COG1487	Ribonuclease VapC5
OPPBIMDH_03792	CDS	270				hypothetical protein
OPPBIMDH_03793	CDS	1011	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
OPPBIMDH_03794	CDS	948	fgd_4	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
OPPBIMDH_03795	CDS	879	pdxI_2	1.1.1.65		Pyridoxine 4-dehydrogenase
OPPBIMDH_03796	CDS	1335				hypothetical protein
OPPBIMDH_03797	CDS	567	mtrR		COG1309	HTH-type transcriptional regulator MtrR
OPPBIMDH_03798	CDS	945				hypothetical protein
OPPBIMDH_03799	CDS	1857				hypothetical protein
OPPBIMDH_03800	CDS	1392	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
OPPBIMDH_03801	CDS	330				hypothetical protein
OPPBIMDH_03802	CDS	678				hypothetical protein
OPPBIMDH_03803	CDS	1191				hypothetical protein
OPPBIMDH_03804	CDS	369				hypothetical protein
OPPBIMDH_03805	CDS	177				hypothetical protein
OPPBIMDH_03806	CDS	183				hypothetical protein
OPPBIMDH_03807	CDS	525	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
OPPBIMDH_03808	CDS	585				hypothetical protein
OPPBIMDH_03809	CDS	696				hypothetical protein
OPPBIMDH_03810	CDS	582				hypothetical protein
OPPBIMDH_03811	CDS	924				hypothetical protein
OPPBIMDH_03812	CDS	459	rpsA_1		COG0539	30S ribosomal protein S1
OPPBIMDH_03813	CDS	363				hypothetical protein
OPPBIMDH_03814	CDS	453				hypothetical protein
OPPBIMDH_03815	CDS	930				hypothetical protein
OPPBIMDH_03816	CDS	477				hypothetical protein
OPPBIMDH_03817	CDS	963				hypothetical protein
OPPBIMDH_03818	CDS	753				hypothetical protein
OPPBIMDH_03819	CDS	498				hypothetical protein
OPPBIMDH_03820	CDS	339				hypothetical protein
OPPBIMDH_03821	CDS	468	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
OPPBIMDH_03822	CDS	846	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
OPPBIMDH_03823	CDS	372				hypothetical protein
OPPBIMDH_03824	CDS	405				hypothetical protein
OPPBIMDH_03825	CDS	537				hypothetical protein
OPPBIMDH_03826	CDS	732				hypothetical protein
OPPBIMDH_03827	CDS	399			COG0346	Virulence protein
OPPBIMDH_03828	CDS	162				hypothetical protein
OPPBIMDH_03829	CDS	333				hypothetical protein
OPPBIMDH_03830	CDS	195				hypothetical protein
OPPBIMDH_03831	CDS	1407	caeA_2	3.1.1.-		Carboxylesterase A
OPPBIMDH_03832	CDS	1062				hypothetical protein
OPPBIMDH_03833	CDS	330				hypothetical protein
OPPBIMDH_03834	CDS	489				hypothetical protein
OPPBIMDH_03835	CDS	972				hypothetical protein
OPPBIMDH_03836	CDS	645	nreC_3		COG2197	Oxygen regulatory protein NreC
OPPBIMDH_03837	CDS	744	yjhP_2			putative protein YjhP
OPPBIMDH_03838	CDS	765				hypothetical protein
OPPBIMDH_03839	CDS	465				hypothetical protein
OPPBIMDH_03840	CDS	225				hypothetical protein
OPPBIMDH_03841	CDS	876	dhaA	3.8.1.5		Haloalkane dehalogenase
OPPBIMDH_03842	CDS	606				hypothetical protein
OPPBIMDH_03843	CDS	411				hypothetical protein
OPPBIMDH_03844	CDS	321	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
OPPBIMDH_03845	CDS	663				hypothetical protein
OPPBIMDH_03846	CDS	657	gph_6	3.1.3.18		Phosphoglycolate phosphatase
OPPBIMDH_03847	CDS	600				hypothetical protein
OPPBIMDH_03848	CDS	975				hypothetical protein
OPPBIMDH_03849	CDS	645				hypothetical protein
OPPBIMDH_03850	CDS	1464				hypothetical protein
OPPBIMDH_03851	CDS	768		2.1.1.-	COG0500	putative methyltransferase
OPPBIMDH_03852	CDS	669				hypothetical protein
OPPBIMDH_03853	CDS	555				hypothetical protein
OPPBIMDH_03854	CDS	1092				hypothetical protein
OPPBIMDH_03855	CDS	219				hypothetical protein
OPPBIMDH_03856	CDS	1680	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OPPBIMDH_03857	CDS	180				hypothetical protein
OPPBIMDH_03858	CDS	711				hypothetical protein
OPPBIMDH_03859	CDS	609				hypothetical protein
OPPBIMDH_03860	CDS	897				hypothetical protein
OPPBIMDH_03861	CDS	585	ygaP		COG0607	Inner membrane protein YgaP
OPPBIMDH_03862	CDS	1401	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
OPPBIMDH_03863	CDS	270				hypothetical protein
OPPBIMDH_03864	CDS	351	trxC_2		COG0526	Putative thioredoxin 2
OPPBIMDH_03865	CDS	1383				hypothetical protein
OPPBIMDH_03866	CDS	606	COQ3_4	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OPPBIMDH_03867	CDS	603				hypothetical protein
OPPBIMDH_03868	CDS	867	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
OPPBIMDH_03869	CDS	960				hypothetical protein
